FIPS ,Unnamed: 0,Sort ,State,County ,CountySeat(s) ,Population(2010),LandAreakm2 ,LandAreami2 ,WaterAreakm2 ,WaterAreami2 ,TotalAreakm2 ,TotalAreami2 ,Latitude ,Longitude,Hover,no_mask,max_risk,no_mask_100
01029,14,15,AL,Cleburne,Heflin,14972,1450.6529999999998,560.1,2.366,0.913,1453.0179999999998,561.013,33.671981,-85.516109,Cleburne<br>Estimated Maximum of 5 People can get Infected 29th August<br><br>Every 100 People 15 person does not use Mask,0.151,5,15
01031,15,16,AL,Coffee,"Elba, Enterprise",49948,1758.529,678.972,3.945,1.523,1762.474,680.495,31.402183,-85.989201,Coffee<br>Estimated Maximum of 12 People can get Infected 29th August<br><br>Every 100 People 10 person does not use Mask,0.10099999999999999,12,10
01033,16,17,AL,Colbert,Tuscumbia,54428,1534.8770000000002,592.619,76.431,29.510,1611.308,622.129,34.703112,-87.801457,Colbert<br>Estimated Maximum of 16 People can get Infected 29th August<br><br>Every 100 People 8 person does not use Mask,0.08199999999999999,16,8
01035,17,18,AL,Conecuh,Evergreen,13228,2201.895,850.1560000000001,6.645,2.566,2208.54,852.722,31.428293,-86.992029,Conecuh<br>Estimated Maximum of 5 People can get Infected 29th August<br><br>Every 100 People 10 person does not use Mask,0.099,5,10
01037,18,19,AL,Coosa,Rockford,11539,1685.891,650.9259999999999,39.947,15.423,1725.838,666.3489999999999,32.931445000000004,-86.243482,Coosa<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.055,0,6
01039,19,20,AL,Covington,Andalusia,37765,2668.87,1030.4560000000001,34.526,13.331,2703.3959999999997,1043.787,31.243987,-86.44872099999999,Covington<br>Estimated Maximum of 17 People can get Infected 29th August<br><br>Every 100 People 19 person does not use Mask,0.187,17,19
01041,20,21,AL,Crenshaw,Luverne,13906,1576.888,608.84,5.376,2.076,1582.264,610.9159999999999,31.732826,-86.319222,Crenshaw<br>Estimated Maximum of 5 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.06,5,6
01043,21,22,AL,Cullman,Cullman,80406,1903.2279999999998,734.841,52.267,20.180,1955.495,755.0210000000001,34.131923,-86.86926700000001,Cullman<br>Estimated Maximum of 13 People can get Infected 29th August<br><br>Every 100 People 13 person does not use Mask,0.13,13,13
01045,22,23,AL,Dale,Ozark,50251,1453.371,561.15,4.016,1.551,1457.388,562.701,31.430653999999997,-85.609476,Dale<br>Estimated Maximum of 10 People can get Infected 29th August<br><br>Every 100 People 9 person does not use Mask,0.08900000000000001,10,9
01047,23,24,AL,Dallas,Selma,43820,2534.8070000000002,978.695,39.135,15.110,2573.942,993.805,32.33354,-87.114356,Dallas<br>Estimated Maximum of 18 People can get Infected 29th August<br><br>Every 100 People 10 person does not use Mask,0.095,18,10
01049,24,25,AL,DeKalb,Fort Payne,71109,2012.662,777.0930000000001,4.124,1.592,2016.786,778.685,34.460929,-85.80399200000001,DeKalb<br>Estimated Maximum of 12 People can get Infected 29th August<br><br>Every 100 People 8 person does not use Mask,0.084,12,8
01051,25,26,AL,Elmore,Wetumpka,79303,1601.868,618.485,99.863,38.557,1701.73,657.0419999999999,32.597229,-86.142739,Elmore<br>Estimated Maximum of 26 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.042,26,4
01053,26,27,AL,Escambia,Brewton,38319,2447.7470000000003,945.08,20.873,8.059,2468.62,953.1389999999999,31.121747999999997,-87.168429,Escambia<br>Estimated Maximum of 10 People can get Infected 29th August<br><br>Every 100 People 11 person does not use Mask,0.114,10,11
01055,27,28,AL,Etowah,Gadsden,104430,1385.619,534.991,35.323,13.638,1420.942,548.629,34.047638,-86.03442,Etowah<br>Estimated Maximum of 30 People can get Infected 29th August<br><br>Every 100 People 10 person does not use Mask,0.096,30,10
01057,28,29,AL,Fayette,Fayette,17241,1625.632,627.66,4.393,1.696,1630.024,629.356,33.732248999999996,-87.752049,Fayette<br>Estimated Maximum of 7 People can get Infected 29th August<br><br>Every 100 People 14 person does not use Mask,0.138,7,14
01059,29,30,AL,Franklin,Russellville,31704,1641.588,633.821,32.898,12.702,1674.486,646.523,34.441988,-87.842815,Franklin<br>Estimated Maximum of 37 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.065,37,6
01061,30,31,AL,Geneva,Geneva,26790,1487.71,574.408,11.765,4.543,1499.476,578.951,31.090866,-85.82434599999999,Geneva<br>Estimated Maximum of 4 People can get Infected 29th August<br><br>Every 100 People 18 person does not use Mask,0.17600000000000002,4,18
01063,31,32,AL,Greene,Eutaw,9045,1676.007,647.11,33.231,12.831,1709.2379999999998,659.941,32.844497,-87.964201,Greene<br>Estimated Maximum of 1 People can get Infected 29th August<br><br>Every 100 People 3 person does not use Mask,0.03,1,3
01065,32,33,AL,Hale,Greensboro,15760,1667.8039999999999,643.943,32.526,12.558,1700.33,656.5010000000001,32.752796000000004,-87.62306099999999,Hale<br>Estimated Maximum of 1 People can get Infected 29th August<br><br>Every 100 People 3 person does not use Mask,0.026000000000000002,1,3
01067,33,34,AL,Henry,Abbeville,17302,1454.9260000000002,561.75,16.987,6.559,1471.9129999999998,568.309,31.516978,-85.239971,Henry<br>Estimated Maximum of 1 People can get Infected 29th August<br><br>Every 100 People 7 person does not use Mask,0.066,1,7
01069,34,35,AL,Houston,Dothan,101547,1501.7379999999998,579.8240000000001,4.740,1.830,1506.4779999999998,581.654,31.158193,-85.296398,Houston<br>Estimated Maximum of 32 People can get Infected 29th August<br><br>Every 100 People 8 person does not use Mask,0.085,32,8
01071,35,36,AL,Jackson,Scottsboro,53227,2791.665,1077.868,126.657,48.903,2918.322,1126.771,34.763521999999995,-85.9774,Jackson<br>Estimated Maximum of 12 People can get Infected 29th August<br><br>Every 100 People 9 person does not use Mask,0.092,12,9
01073,36,37,AL,Jefferson,Birmingham,658466,2878.192,1111.276,32.474,12.538,2910.667,1123.8139999999999,33.553444,-86.896536,Jefferson<br>Estimated Maximum of 188 People can get Infected 29th August<br><br>Every 100 People 5 person does not use Mask,0.049,188,5
01075,37,38,AL,Lamar,Vernon,14564,1566.545,604.846,1.601,0.618,1568.145,605.464,33.787085,-88.08743100000001,Lamar<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 11 person does not use Mask,0.107,0,11
01077,38,39,AL,Lauderdale,Florence,92709,1729.328,667.697,138.027,53.293,1867.355,720.99,34.904121999999994,-87.650997,Lauderdale<br>Estimated Maximum of 12 People can get Infected 29th August<br><br>Every 100 People 9 person does not use Mask,0.09300000000000001,12,9
01079,39,40,AL,Lawrence,Moulton,34339,1788.8470000000002,690.678,68.688,26.521,1857.535,717.199,34.529776,-87.321865,Lawrence<br>Estimated Maximum of 1 People can get Infected 29th August<br><br>Every 100 People 16 person does not use Mask,0.162,1,16
01081,40,41,AL,Lee,Opelika,140247,1573.511,607.536,21.530,8.313,1595.0410000000002,615.849,32.604064,-85.353048,Lee<br>Estimated Maximum of 140 People can get Infected 29th August<br><br>Every 100 People 5 person does not use Mask,0.053,140,5
01083,41,42,AL,Limestone,Athens,82782,1450.2279999999998,559.936,122.382,47.252,1572.61,607.188,34.810239,-86.9814,Limestone<br>Estimated Maximum of 6 People can get Infected 29th August<br><br>Every 100 People 10 person does not use Mask,0.102,6,10
01085,42,43,AL,Lowndes,Hayneville,11299,1854.2,715.9110000000001,23.724,9.160,1877.9229999999998,725.071,32.147888,-86.650586,Lowndes<br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 12 person does not use Mask,0.12,2,12
01087,43,44,AL,Macon,Tuskegee,21452,1577.005,608.885,11.194,4.322,1588.1989999999998,613.207,32.387027,-85.692887,Macon<br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 1 person does not use Mask,0.008,2,1
01089,44,45,AL,Madison,Huntsville,334811,2076.117,801.5930000000001,28.771,11.109,2104.888,812.702,34.764238,-86.55108,Madison<br>Estimated Maximum of 53 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.062,53,6
01091,45,46,AL,Marengo,Linden,21027,2530.112,976.882,14.995,5.789,2545.107,982.671,32.247591,-87.79109100000001,Marengo<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 3 person does not use Mask,0.033,0,3
01093,46,47,AL,Marion,Hamilton,30776,1922.527,742.2919999999999,3.313,1.279,1925.84,743.571,34.138219,-87.881551,Marion<br>Estimated Maximum of 10 People can get Infected 29th August<br><br>Every 100 People 13 person does not use Mask,0.129,10,13
01095,47,48,AL,Marshall,Guntersville,93019,1465.523,565.842,148.503,57.337,1614.026,623.179,34.309564,-86.321668,Marshall<br>Estimated Maximum of 24 People can get Infected 29th August<br><br>Every 100 People 8 person does not use Mask,0.075,24,8
01097,48,49,AL,Mobile,Mobile,412992,3184.223,1229.435,"1,073.751",414.577,4257.974,1644.0120000000002,30.684572999999997,-88.196568,Mobile<br>Estimated Maximum of 68 People can get Infected 29th August<br><br>Every 100 People 8 person does not use Mask,0.077,68,8
01099,49,50,AL,Monroe,Monroeville,23068,2656.485,1025.675,22.643,8.743,2679.1279999999997,1034.4180000000001,31.580332000000002,-87.383266,Monroe<br>Estimated Maximum of 7 People can get Infected 29th August<br><br>Every 100 People 11 person does not use Mask,0.11199999999999999,7,11
01101,50,51,AL,Montgomery,Montgomery,229363,2031.191,784.247,40.571,15.665,2071.762,799.9119999999999,32.203651,-86.20383100000001,Montgomery<br>Estimated Maximum of 38 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.055999999999999994,38,6
01103,51,52,AL,Morgan,Decatur,119490,1500.476,579.337,51.065,19.716,1551.5410000000002,599.053,34.454484,-86.846402,Morgan<br>Estimated Maximum of 24 People can get Infected 29th August<br><br>Every 100 People 8 person does not use Mask,0.078,24,8
01105,52,53,AL,Perry,Marion,10591,1863.92,719.664,10.919,4.216,1874.839,723.88,32.639005,-87.29382700000001,Perry<br>Estimated Maximum of 5 People can get Infected 29th August<br><br>Every 100 People 2 person does not use Mask,0.025,5,2
01107,53,54,AL,Pickens,Carrollton,19746,2282.837,881.408,22.578,8.717,2305.415,890.125,33.296809,-88.096878,Pickens<br>Estimated Maximum of 5 People can get Infected 29th August<br><br>Every 100 People 3 person does not use Mask,0.031,5,3
01109,54,55,AL,Pike,Troy,32899,1740.7160000000001,672.0939999999999,2.363,0.912,1743.078,673.0060000000001,31.798726000000002,-85.941997,Pike<br>Estimated Maximum of 13 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.06,13,6
01111,55,56,AL,Randolph,Wedowee,22913,1503.6170000000002,580.55,9.285,3.585,1512.902,584.135,33.296475,-85.46406800000001,Randolph<br>Estimated Maximum of 4 People can get Infected 29th August<br><br>Every 100 People 16 person does not use Mask,0.158,4,16
01113,56,57,AL,Russell,Phenix City,52947,1660.546,641.14,15.673,6.052,1676.219,647.192,32.289811,-85.18698,Russell<br>Estimated Maximum of 8 People can get Infected 29th August<br><br>Every 100 People 7 person does not use Mask,0.069,8,7
01115,57,58,AL,St. Clair,"Ashville, Pell City",83593,1636.619,631.9019999999999,56.300,21.738,1692.9189999999999,653.64,33.712963,-86.315663,St. Clair<br>Estimated Maximum of 36 People can get Infected 29th August<br><br>Every 100 People 3 person does not use Mask,0.027000000000000003,36,3
01117,58,59,AL,Shelby,Columbiana,195085,2032.96,784.93,63.701,24.595,2096.661,809.525,33.262937,-86.678104,Shelby<br>Estimated Maximum of 85 People can get Infected 29th August<br><br>Every 100 People 2 person does not use Mask,0.022000000000000002,85,2
01119,59,60,AL,Sumter,Livingston,13763,2341.0570000000002,903.887,24.436,9.435,2365.494,913.322,32.597481,-88.200057,Sumter<br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.055,2,6
01121,60,61,AL,Talladega,Talladega,82291,1908.24,736.775,60.944,23.531,1969.184,760.306,33.369277000000004,-86.17580500000001,Talladega<br>Estimated Maximum of 24 People can get Infected 29th August<br><br>Every 100 People 11 person does not use Mask,0.113,24,11
01123,61,62,AL,Tallapoosa,Dadeville,41616,1855.78,716.5210000000001,128.809,49.733,1984.589,766.2539999999999,32.863369,-85.799553,Tallapoosa<br>Estimated Maximum of 8 People can get Infected 29th August<br><br>Every 100 People 7 person does not use Mask,0.067,8,7
01125,62,63,AL,Tuscaloosa,Tuscaloosa,194656,3423.329,1321.755,76.396,29.497,3499.725,1351.2520000000002,33.290202,-87.52286,Tuscaloosa<br>Estimated Maximum of 149 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.040999999999999995,149,4
01127,63,64,AL,Walker,Jasper,67023,2049.177,791.192,36.264,14.002,2085.4410000000003,805.194,33.791571000000005,-87.30109200000001,Walker<br>Estimated Maximum of 16 People can get Infected 29th August<br><br>Every 100 People 9 person does not use Mask,0.09,16,9
01129,64,65,AL,Washington,Chatom,17581,2797.722,1080.2069999999999,21.651,8.359,2819.373,1088.566,31.406973999999998,-88.202078,Washington<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 2 person does not use Mask,0.018000000000000002,0,2
01131,65,66,AL,Wilcox,Camden,11670,2301.2,888.498,48.985,18.913,2350.185,907.4110000000001,31.99033,-87.302205,Wilcox<br>Estimated Maximum of 4 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.061,4,6
01133,66,67,AL,Winston,Double Springs,24484,1587.608,612.979,48.923,18.889,1636.531,631.868,34.155888,-87.364147,Winston<br>Estimated Maximum of 10 People can get Infected 29th August<br><br>Every 100 People 13 person does not use Mask,0.13,10,13
02013,67,68,AK,Aleutians East,Sand Point,3141,18083.148999999998,6981.943,"20,792.209","8,027.917",38875.358,15009.86,55.243722,-161.950749,Aleutians East<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 7 person does not use Mask,0.067,0,7
02016,68,69,AK,Aleutians West ,—,5561,11370.763,4390.276,"25,190.644","9,726.162",36561.406,14116.438,51.959447,178.338813,Aleutians West <br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 8 person does not use Mask,0.078,0,8
02020,69,70,AK,Anchorage,Anchorage,291826,4415.109,1704.683,663.861,256.318,5078.97,1961.001,61.177549,-149.27435400000002,Anchorage<br>Estimated Maximum of 97 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.042,97,4
02050,70,71,AK,Bethel ,—,17013,105075.823,40570.003,"12,779.524","4,934.202",117855.34599999999,45504.205,60.928916,-160.15335,Bethel <br>Estimated Maximum of 4 People can get Infected 29th August<br><br>Every 100 People 10 person does not use Mask,0.10099999999999999,4,10
02060,71,72,AK,Bristol Bay,Naknek,997,1304.947,503.843,993.830,383.720,2298.777,887.563,58.731373,-156.986612,Bristol Bay<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 5 person does not use Mask,0.048,0,5
02068,72,73,AK,Denali,Healy,1826,33026.001000000004,12751.411,66.069,25.509,33092.068999999996,12776.92,63.682731999999994,-150.02671899999999,Denali<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.062,0,6
02070,73,74,AK,Dillingham ,—,4847,48092.913,18568.778000000002,"6,077.224","2,346.429",54170.136,20915.207,59.824816000000006,-158.602233,Dillingham <br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 7 person does not use Mask,0.07200000000000001,0,7
02090,74,75,AK,Fairbanks North Star,Fairbanks,97581,19005.874,7338.209,273.188,105.479,19279.063000000002,7443.688,64.690832,-146.599867,Fairbanks North Star<br>Estimated Maximum of 23 People can get Infected 29th August<br><br>Every 100 People 9 person does not use Mask,0.094,23,9
02100,75,76,AK,Haines,Haines,2508,6005.147,2318.6,"1,053.875",406.903,7059.022,2725.5029999999997,59.09990500000001,-135.578102,Haines<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.055,0,6
02105,76,77,AK,Hoonah-Angoon ,—,2150,19489.439,7524.915,"8,778.085","3,389.238",28267.523999999998,10914.153,58.076434,-135.1851,Hoonah-Angoon <br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 5 person does not use Mask,0.051,0,5
02110,77,78,AK,Juneau,Juneau,31275,6997.969,2701.9309999999996,"1,429.575",551.962,8427.544,3253.893,58.3727,-134.17878100000001,Juneau<br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 5 person does not use Mask,0.051,2,5
02122,78,79,AK,Kenai Peninsula,Soldotna,55400,41634.915,16075.331,"22,473.290","8,676.986",64108.206,24752.317000000003,60.366372999999996,-152.32197299999999,Kenai Peninsula<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.043,0,4
02130,79,80,AK,Ketchikan Gateway,Ketchikan,13477,12583.233,4858.414000000001,"4,649.414","1,795.149",17232.647,6653.563,55.449938,-131.106685,Ketchikan Gateway<br>Estimated Maximum of 1 People can get Infected 29th August<br><br>Every 100 People 2 person does not use Mask,0.025,1,2
02150,80,81,AK,Kodiak Island,Kodiak,13592,16963.332,6549.579000000001,"14,173.062","5,472.250",31136.394,12021.829,57.553611,-153.630911,Kodiak Island<br>Estimated Maximum of 1 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.042,1,4
02164,81,82,AK,Lake and Peninsula,King Salmon ,1631,61258.419,23652.009,"24,010.457","9,270.490",85268.877,32922.498999999996,58.205065000000005,-156.705188,Lake and Peninsula<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.055,0,6
02170,82,83,AK,Matanuska-Susitna,Palmer,88995,63734.16,24607.897999999997,"1,682.737",649.709,65416.898,25257.607000000004,62.182173999999996,-149.407974,Matanuska-Susitna<br>Estimated Maximum of 4 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.042,4,4
02180,83,84,AK,Nome ,—,9492,59470.685999999994,22961.761000000002,"13,768.012","5,315.859",73238.698,28277.62,64.783686,-164.18891200000002,Nome <br>Estimated Maximum of 4 People can get Infected 29th August<br><br>Every 100 People 9 person does not use Mask,0.086,4,9
02185,84,85,AK,North Slope,Barrow,9430,229720.05399999997,88695.413,"15,801.179","6,100.870",245521.234,94796.28300000001,69.449343,-153.47283000000002,North Slope<br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.036000000000000004,2,4
02188,85,86,AK,Northwest Arctic,Kotzebue,7523,92132.565,35572.584,"13,406.688","5,176.351",105539.25300000001,40748.935,67.005066,-160.021086,Northwest Arctic<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.035,0,4
02195,86,87,AK,Petersburg ,—,3815,8500.294,3281.982,"6,221.368","2,402.084",14721.662,5684.066,56.639612,-133.527996,Petersburg <br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.042,0,4
02198,87,88,AK,Prince of Wales-Hyder ,—,5559,10160.194,3922.873,"9,739.418","3,760.411",19899.612,7683.284000000001,55.415682999999994,-132.875734,Prince of Wales-Hyder <br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 3 person does not use Mask,0.033,2,3
02220,88,89,AK,Sitka,Sitka,8881,7434.144,2870.3390000000004,"5,027.404","1,941.092",12461.548,4811.431,57.142509,-135.332624,Sitka<br>Estimated Maximum of 1 People can get Infected 29th August<br><br>Every 100 People 5 person does not use Mask,0.048,1,5
02230,89,90,AK,Skagway,Skagway,968,1171.516,452.325,30.331,11.711,1201.847,464.036,59.575097,-135.335418,Skagway<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.057999999999999996,0,6
02240,90,91,AK,Southeast Fairbanks ,—,7029,64150.915,24768.807999999997,752.795,290.656,64903.710999999996,25059.464,63.864996999999995,-143.218628,Southeast Fairbanks <br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.064,0,6
02261,91,92,AK,Valdez-Cordova ,—,9636,88680.877,34239.88,"15,799.690","6,100.295",104480.567,40340.175,61.34984,-145.02314099999998,Valdez-Cordova <br>Estimated Maximum of 1 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.04,1,4
02270,92,93,AK,Wade Hampton ,—,7459,44240.706,17081.433,"6,711.999","2,591.518",50952.705,19672.951,62.283174,-163.19095,Wade Hampton <br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 0 person does not use Mask,0.0,0,0
02275,93,94,AK,Wrangell,Wrangell,2369,6582.411,2541.4829999999997,"2,384.276",920.574,8966.687,3462.0570000000002,56.279120999999996,-132.040326,Wrangell<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.035,0,4
02282,94,95,AK,Yakutat,Yakutat,662,19812.002,7649.456999999999,"4,696.710","1,813.410",24508.712000000003,9462.867,59.999083,-140.23959299999999,Yakutat<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 5 person does not use Mask,0.047,0,5
02290,95,96,AK,Yukon-Koyukuk ,—,5588,376855.656,145504.789,"5,956.564","2,299.842",382812.22,147804.631,65.376131,-151.576855,Yukon-Koyukuk <br>Estimated Maximum of 2 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.044000000000000004,2,4
04001,96,97,AZ,Apache,St. Johns,71518,29001.444,11197.521,54.176,20.917,29055.62,11218.438,35.385845,-109.493747,Apache<br>Estimated Maximum of 7 People can get Infected 29th August<br><br>Every 100 People 6 person does not use Mask,0.055,7,6
04003,97,98,AZ,Cochise,Bisbee,131346,15969.063999999998,6165.69,137.025,52.906,16106.089,6218.596,31.881793,-109.75412,Cochise<br>Estimated Maximum of 4 People can get Infected 29th August<br><br>Every 100 People 5 person does not use Mask,0.053,4,5
04005,98,99,AZ,Coconino,Flagstaff,134421,48222.689000000006,18618.885,109.964,42.457,48332.653,18661.342,35.829692,-111.773728,Coconino<br>Estimated Maximum of 22 People can get Infected 29th August<br><br>Every 100 People 4 person does not use Mask,0.039,22,4
04007,99,100,AZ,Gila,Globe,53597,12322.989,4757.933,97.112,37.495,12420.101,4795.428,33.789618,-110.81187,Gila<br>Estimated Maximum of 7 People can get Infected 29th August<br><br>Every 100 People 7 person does not use Mask,0.073,7,7
04009,100,101,AZ,Graham,Safford,37220,11972.471000000001,4622.597,47.834,18.469,12020.305,4641.066,32.931828,-109.87831000000001,Graham<br>Estimated Maximum of 6 People can get Infected 29th August<br><br>Every 100 People 10 person does not use Mask,0.095,6,10
04011,101,102,AZ,Greenlee,Clifton,8437,4773.674,1843.126,13.745,5.307,4787.419,1848.433,33.238872,-109.242323,Greenlee<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 11 person does not use Mask,0.111,0,11
04012,102,103,AZ,La Paz,Parker,20489,11653.983999999999,4499.629,36.582,14.124,11690.566,4513.753,33.727625,-114.038793,La Paz<br>Estimated Maximum of 0 People can get Infected 29th August<br><br>Every 100 People 3 person does not use Mask,0.031,0,3
04013,103,104,AZ,Maricopa,Phoenix,3817117,23828.26,9200.143,62.796,24.246,23891.056,9224.389000000001,33.346540999999995,-112.495534,Maricopa<br>Estimated Maximum of 338 People can get Infected 29th August<br><br>Every 100 People 2 person does not use Mask,0.023,338,2
04015,104,105,AZ,Mohave,Kingman,200186,34475.547,13311.083999999999,387.371,149.565,34862.918,13460.649,35.717705,-113.74968899999999,Mohave<br>Estimated Maximum of 23 People can get Infected 29th August<br><br>Every 100 People 5 person does not use Mask,0.051,23,5
04017,105,106,AZ,Navajo,Holbrook,107449,25771.472999999998,9950.421999999999,24.078,9.297,25795.551,9959.719000000001,35.390934,-110.320908,Navajo<br>Estimated Maximum of 28 People can get Infected 29th August<br><br>Every 100 People 9 person does not use Mask,0.091,28,9
